ciudad,periodoDia,per_rama1,per_secemp,per_condact,per_desempleo,per_empleo,per_estrato,per_fexp,per_grupo1,per_ingpc,per_ingrl,per_nnivins,per_p10a,per_p11,per_p12a,per_p42,per_p422,per_p43,per_p44a,per_p44b,per_p44c,per_p44d,per_p44e,per_p44f,per_p44g,per_p44h,per_p44i,per_p44j,per_p44k,per_p50,per_p51a,per_p51b,per_periodo.1,con_estrato,con_c01,con_c03,con_c07,con_c09,con_c11,con_c13,con_c18,con_c20a,viv_vi02,viv_vi03a,viv_vi03b,viv_vi04a,viv_vi04b,viv_vi05a,viv_vi05b,viv_vi06,viv_vi07,viv_vi07b,viv_vi08,viv_vi09,viv_vi10,viv_vi10a,viv_vi11,viv_vi12,viv_vi13,viv_vi14
50158,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50159,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50161,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50162,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50350,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50351,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,6.0,2.0,5.0,3.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,4.0
50450,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,7.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0
50451,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50455,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50457,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50458,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50550,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0
50553,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50555,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50650,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0
50653,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50750,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70250,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
70251,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0
70450,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
70650,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,6.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
70651,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70652,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70653,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70654,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70750,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
70150,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2812.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
70152,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70850,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
70950,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
70951,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70952,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70953,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70954,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71050,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
71056,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0
71150,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
71250,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
71253,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71257,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71350,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71355,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
71358,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80650,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
80651,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
80653,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80654,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0
80250,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80251,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80253,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0
80254,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,4.0
80256,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
80264,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
80265,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80150,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
80152,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80159,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80163,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
80166,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80168,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80350,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80351,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80356,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80358,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80450,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
80451,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,5.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,4.0,4.0
80453,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,2.0,4.0
80454,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,3.0,1.0,4.0,5.0
80455,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
80750,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
80753,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0
80754,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80550,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0
80553,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80556,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80562,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200250,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200150,20251001.0,19.0,1.0,4.0,,1.0,52.0,8732340000000.0,8.0,300.0,600.0,4.0,6.0,,,2.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,48.0,,202510.0,2022.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
200350,20251001.0,,,9.0,,,120.0,940673000000.0,,246.0,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,202510.0,2011.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
200351,20251001.0,7.0,2.0,4.0,,1.0,72.0,225881000000.0,5.0,100.0,200.0,3.0,6.0,,,6.0,,,,,,,,,,,,,,1.0,48.0,,202510.0,2023.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
200352,20251001.0,15.0,1.0,1.0,,1.0,79.0,9232780000000.0,8.0,327.0,1385.0,4.0,6.0,,,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,40.0,,202510.0,2023.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,5.0
90250,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90350,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90450,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,7.0,3.0,6.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0
90550,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92350,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90650,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
90653,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90654,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
90656,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,6.0,4.0,1.0,1.0,4.0,4.0
90750,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
90950,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,4.0
90850,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
90851,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,4.0,4.0
92750,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90150,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2611.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
90152,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90153,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90156,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90157,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90158,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92450,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91050,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0
91051,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91053,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91150,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91151,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91152,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91153,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91154,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91250,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92550,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
91350,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91450,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,4.0
91451,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92150,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91950,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91650,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,6.0,4.0,1.0,1.0,4.0,1.0
91651,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92050,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,7.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0
92053,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92056,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91850,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92250,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92251,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100250,20251001.0,9.0,1.0,1.0,,1.0,436.0,6201943532.0,3.0,532.0,1428.0,5.0,9.0,,1.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,50.0,,202510.0,1013.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
100251,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100252,20251001.0,,,9.0,,,89.0,2532810000000.0,,300.0,,4.0,6.0,,,,,,,,,,,,,,,,,,,,202510.0,1012.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
