ciudad,periodoDia,per_rama1,per_secemp,per_condact,per_desempleo,per_empleo,per_estrato,per_fexp,per_grupo1,per_ingpc,per_ingrl,per_nnivins,per_p10a,per_p11,per_p12a,per_p42,per_p422,per_p43,per_p44a,per_p44b,per_p44c,per_p44d,per_p44e,per_p44f,per_p44g,per_p44h,per_p44i,per_p44j,per_p44k,per_p50,per_p51a,per_p51b,per_periodo.1,con_estrato,con_c01,con_c03,con_c07,con_c09,con_c11,con_c13,con_c18,con_c20a,viv_vi02,viv_vi03a,viv_vi03b,viv_vi04a,viv_vi04b,viv_vi05a,viv_vi05b,viv_vi06,viv_vi07,viv_vi07b,viv_vi08,viv_vi09,viv_vi10,viv_vi10a,viv_vi11,viv_vi12,viv_vi13,viv_vi14
100254,20251001.0,,,9.0,,,153.0,201648000000.0,,203.0,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,202510.0,1022.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0
100350,20251001.0,,,9.0,,,117.0,648614000000.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,202510.0,1021.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,7.0,3.0,1.0,2.0,5.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0
100354,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100150,20251001.0,9.0,2.0,2.0,,1.0,76.0,772217000000.0,5.0,670.0,670.0,3.0,6.0,,,6.0,,,,,,,,,,,,,,1.0,38.0,,202510.0,1013.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
100151,20251001.0,,,7.0,1.0,,109.0,205143000000.0,,78.0,,3.0,6.0,,,2.0,,,,,,,,,,,,,,,,,202510.0,1012.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
100152,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100153,20251001.0,,,9.0,,,435.0,471865000000.0,,34.0,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,202510.0,1023.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
100154,20251001.0,,,9.0,,,187.0,518123000000.0,,84.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,202510.0,1011.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
100155,20251001.0,1.0,2.0,2.0,,1.0,76.0,2969770000000.0,6.0,186.0,180.0,4.0,6.0,,,4.0,,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,24.0,,202510.0,1021.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0
100156,20251001.0,1.0,1.0,1.0,,1.0,126.0,84486447675.0,9.0,549.0,574.0,4.0,6.0,,,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,60.0,,202510.0,1022.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,6.0
100157,20251001.0,1.0,2.0,4.0,,1.0,160.0,995761000000.0,6.0,18.0,36.0,3.0,4.0,1.0,,6.0,2.0,,,,,,,,,,,,,1.0,20.0,,202510.0,1012.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
100450,20251001.0,,,9.0,,,498.0,281417000000.0,,79.0,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,202510.0,1012.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
100451,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100453,20251001.0,6.0,2.0,4.0,,1.0,73.0,4509780000000.0,9.0,125.0,250.0,3.0,4.0,1.0,,4.0,,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,40.0,,202510.0,1022.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0
100455,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100456,20251001.0,,,9.0,,,79.0,308943000000.0,,100.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,202510.0,1011.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0
100457,20251001.0,1.0,2.0,4.0,,1.0,87.0,4879760000000.0,6.0,220.0,-1.0,3.0,4.0,2.0,,6.0,3.0,,,,,,,,,,,,,1.0,40.0,,202510.0,1011.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
100550,20251001.0,,,9.0,,,103.0,981443000000.0,,97.0,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,202510.0,1011.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0
100650,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100654,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100655,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110250,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110350,20251001.0,19.0,2.0,4.0,,1.0,1513.0,24541352155.0,2.0,450.0,450.0,4.0,6.0,,,6.0,,,,,,,,,,,,,,1.0,40.0,,202510.0,1111.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
110353,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110450,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110456,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110550,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110650,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110750,20251001.0,15.0,1.0,1.0,,1.0,333.0,911066000000.0,5.0,568.0,568.0,4.0,6.0,,,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,40.0,,202510.0,1123.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
110751,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110754,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110756,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110150,20251001.0,3.0,4.0,3.0,,1.0,1037.0,330689581.0,9.0,135.0,200.0,3.0,4.0,1.0,,2.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,40.0,,202510.0,1111.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
110156,20251001.0,1.0,2.0,4.0,,1.0,119.0,534184000000.0,6.0,300.0,30.0,1.0,1.0,2.0,,6.0,3.0,,,,,,,,,,,,,1.0,15.0,,202510.0,1121.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0
110157,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110159,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110160,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110161,20251001.0,,,9.0,,,258.0,795684392.0,,70.0,,4.0,7.0,,,,,,,,,,,,,,,,,,,,202510.0,1111.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
110850,20251001.0,7.0,2.0,4.0,,1.0,1053.0,51019159985.0,9.0,270.0,70.0,3.0,4.0,1.0,,6.0,,,,,,,,,,,,,,1.0,28.0,,202510.0,1111.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
111650,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110950,20251001.0,,,9.0,,,367.0,905016000000.0,,900.0,,5.0,9.0,,1.0,,,,,,,,,,,,,,,,,,202510.0,1111.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
111450,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111550,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111552,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111150,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111154,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111159,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111250,20251001.0,1.0,2.0,4.0,,1.0,162.0,56337505443.0,6.0,240.0,200.0,3.0,4.0,1.0,,6.0,2.0,,,,,,,,,,,,,1.0,20.0,,202510.0,1121.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,7.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0
111350,20251001.0,19.0,2.0,4.0,,1.0,225.0,808867000000.0,7.0,275.0,130.0,4.0,6.0,,,6.0,,,,,,,,,,,,,,1.0,15.0,,202510.0,1112.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
111352,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120250,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120252,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120150,20251001.0,7.0,2.0,4.0,,1.0,2364.0,82148670758.0,5.0,954.0,154.0,3.0,6.0,,,6.0,,,,,,,,,,,,,,1.0,36.0,,202510.0,1212.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
120153,20251001.0,1.0,1.0,1.0,,1.0,346.0,3609325448.0,6.0,153.0,600.0,5.0,9.0,,1.0,6.0,2.0,,,,,,,,,,,,,1.0,40.0,,202510.0,1222.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,4.0,4.0
120154,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120155,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121050,20251001.0,16.0,1.0,1.0,,1.0,3198.0,64438697713.0,2.0,922.0,1160.0,5.0,9.0,,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,40.0,,202510.0,1211.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0
121051,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121250,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120350,20251001.0,,,9.0,,,360.0,771440000000.0,,140.0,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,202510.0,1222.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,2.0,7.0,4.0,1.0,1.0,4.0,4.0
120351,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120950,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120450,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120452,20251001.0,,,9.0,,,1033.0,84925507739.0,,235.0,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,202510.0,1223.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
120550,20251001.0,,,9.0,,,2787.0,79389818818.0,,960.0,,4.0,6.0,,,,,,,,,,,,,,,,,,,,202510.0,1211.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
120553,20251001.0,1.0,2.0,2.0,,1.0,535.0,808538000000.0,6.0,300.0,515.0,3.0,4.0,1.0,,5.0,2.0,,,,,,,,,,,,,1.0,30.0,,202510.0,1221.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,4.0,4.0
120555,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121350,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120650,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120651,20251001.0,,,9.0,,,822.0,948882000000.0,,160.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,202510.0,1222.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,4.0
121150,20251001.0,1.0,1.0,1.0,,1.0,3929.0,45504279682.0,6.0,600.0,600.0,3.0,4.0,1.0,,4.0,,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,48.0,,202510.0,1213.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
120750,20251001.0,,,9.0,,,2518.0,95512657958.0,,240.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,202510.0,1213.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
120752,20251001.0,1.0,2.0,4.0,,1.0,3656.0,12657581023.0,6.0,110.0,220.0,4.0,6.0,,,6.0,2.0,,,,,,,,,,,,,1.0,30.0,,202510.0,1221.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0
120754,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120850,20251001.0,,,9.0,,,11544.0,6764559608.0,,69.0,,4.0,7.0,,,,,,,,,,,,,,,,,,,,202510.0,1213.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
131650,20251001.0,,,9.0,,,4574.0,44795930589.0,,120.0,,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,202510.0,1322.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
131653,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130250,20251001.0,,,9.0,,,2286.0,58455443765.0,,470.0,,3.0,6.0,,,,,,,,,,,,,,,,,,,,202510.0,1312.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0
130252,20251001.0,,,9.0,,,791.0,778214000000.0,,80.0,,4.0,6.0,,,,,,,,,,,,,,,,,,,,202510.0,1321.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0
130350,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130352,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130353,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130357,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130450,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130453,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130552,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132050,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132150,20251001.0,,,9.0,,,1747.0,759311077.0,,430.0,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,202510.0,1311.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0
130650,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130652,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130658,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130750,20251001.0,16.0,1.0,1.0,,1.0,3319.0,5218005481.0,2.0,866.0,817.0,5.0,10.0,,1.0,1.0,,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,40.0,,202510.0,1312.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
130850,20251001.0,20.0,3.0,1.0,,1.0,4141.0,23044810566.0,9.0,530.0,530.0,3.0,4.0,1.0,,10.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,40.0,,202510.0,1311.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
130950,20251001.0,1.0,1.0,1.0,,1.0,5331.0,78932756984.0,6.0,512.0,930.0,4.0,6.0,,,2.0,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,48.0,,202510.0,1312.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
130952,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131850,20251001.0,1.0,2.0,4.0,,1.0,2386.0,662476269.0,6.0,100.0,200.0,3.0,4.0,1.0,,4.0,,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,40.0,,202510.0,1321.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,3.0,2.0,5.0,3.0,6.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,4.0,4.0
131052,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131750,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131751,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131752,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131150,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131151,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131152,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130150,20251001.0,6.0,2.0,2.0,,1.0,2217.0,2215172666.0,9.0,139.0,360.0,3.0,4.0,1.0,,4.0,,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,25.0,,202510.0,1311.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,6.0,2.0,7.0,3.0,6.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0
130151,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130153,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131950,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131250,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132250,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131350,20251001.0,8.0,2.0,2.0,,1.0,939.0,705761000000.0,9.0,200.0,70.0,1.0,1.0,2.0,,6.0,,,,,,,,,,,,,,1.0,20.0,,202510.0,1322.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,5.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0
131351,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131450,20251001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
